score_phrase,title,platform,score,genre,release_year,release_month,release_day
Good,#IDARB,Xbox One,7.5,Party,2015,1,14
Great,1001 Spikes,Wii U,8,Platformer,2014,6,8
Great,1001 Spikes,PlayStation 4,8,Platformer,2014,6,8
Great,1001 Spikes,PC,8,Platformer,2014,6,8
Great,1001 Spikes,Nintendo 3DS,8,Platformer,2014,6,8
Great,1001 Spikes,PlayStation Vita,8,Platformer,2014,6,8
Great,1979 Revolution,PC,8,"Action, Adventure",2016,4,21
Good,2014 FIFA World Cup Brazil,PlayStation 3,7.5,Sports,2014,4,17
Good,2014 FIFA World Cup Brazil,Xbox 360,7.5,Sports,2014,4,17
Bad,7 Days to Die,Xbox One,4.9,"Shooter, Adventure",2016,7,13
Amazing,80 Days,iPhone,9,Adventure,2014,12,4
Great,A Bird Story,PC,8.8,RPG,2014,11,26
Okay,Aaru's Awakening,PC,6.7,Platformer,2015,3,3
Okay,Abyss Odyssey,Xbox 360,6.7,Action,2014,7,24
Okay,Abyss Odyssey,PC,6.7,Action,2014,7,24
Okay,Abyss Odyssey,PlayStation 3,6.7,Action,2014,7,24
Great,Abzu,PlayStation 4,8.4,Adventure,2016,8,2
Okay,Adr1ft,PC,6,Adventure,2016,3,28
Good,Adr1ft [VR Edition],PC,7,Adventure,2016,3,28
Good,Age of Wonders III,PC,7.1,Strategy,2014,4,2
Mediocre,AirMech Arena,Xbox 360,5.5,"Action, Simulation",2014,8,21
Awful,Alekhine's Gun,PC,3,Action,2016,3,11
Mediocre,Alien: Isolation,PC,5.9,Action,2014,10,3
Mediocre,Alien: Isolation,PlayStation 4,5.9,Action,2014,10,3
Mediocre,Alien: Isolation,Xbox One,5.9,Action,2014,10,3
Good,Among the Sleep,PC,7.3,Adventure,2014,6,5
Good,Amplitude,PlayStation 4,7,"Music, Action",2016,1,8
Okay,Ancient Space,PC,6.6,Strategy,2014,10,2
Okay,Angry Birds 2,iPhone,6.7,Puzzle,2015,8,6
Mediocre,Animal Crossing: Amiibo Festival,Wii U,5,Party,2015,11,18
Great,Animal Crossing: Happy Home Designer,Nintendo 3DS,8,Simulation,2015,9,22
Good,Anno 2205,PC,7,Simulation,2015,11,4
Bad,Another World: 20th Anniversary Edition,PlayStation Vita,4,Adventure,2014,7,11
Bad,Another World: 20th Anniversary Edition,PlayStation 3,4,Adventure,2014,7,11
Bad,Another World: 20th Anniversary Edition,PlayStation 4,4,Adventure,2014,7,11
Okay,Apotheon,PC,6.9,"Action, RPG",2015,2,5
Mediocre,Armello,PC,5.6,Board,2015,9,9
Good,Ashes of Singularity,PC,7.7,Strategy,2016,3,31
Okay,Assassin’s Creed Rogue,PlayStation 3,6.8,Action,2014,11,15
Okay,Assassin’s Creed Rogue,Xbox 360,6.8,Action,2014,11,15
Okay,Assassin's Creed Chronicles: China,PlayStation 4,6.4,Platformer,2015,4,21
Okay,Assassin's Creed Chronicles: China,Xbox One,6.4,Platformer,2015,4,21
Okay,Assassin's Creed Chronicles: India,Xbox One,6,Platformer,2016,1,13
Mediocre,Assassin's Creed Chronicles: Russia,Xbox One,5.8,Platformer,2016,2,9
Mediocre,Assassin's Creed Liberation HD,Xbox 360,5.2,Action,2014,1,18
Mediocre,Assassin's Creed Liberation HD,PC,5.2,Action,2014,1,18
Mediocre,Assassin's Creed Liberation HD,PlayStation 3,5.2,Action,2014,1,18
Great,Assassin's Creed Syndicate,PlayStation 4,8.2,Action,2015,10,22
Great,Assassin's Creed Syndicate,Xbox One,8.2,Action,2015,10,22
Good,Assassin's Creed Unity,PC,7.8,"Action, Adventure",2014,11,11
Good,Assassin's Creed Unity,PlayStation 4,7.8,"Action, Adventure",2014,11,11
Good,Assassin's Creed Unity,Xbox One,7.8,"Action, Adventure",2014,11,11
Good,Assassin's Creed Unity -- Dead Kings,Xbox One,7.8,"Action, Adventure",2015,1,13
Great,Assault Android Cactus,PC,8.8,Shooter,2015,9,28
Okay,Assetto Corsa,PlayStation 4,6,Racing,2016,8,31
Okay,Assetto Corsa,Xbox One,6,Racing,2016,8,31
Good,Atelier Escha & Logy: Alchemist of Dusk Sky,PlayStation 3,7,RPG,2014,3,28
Good,Attack on Titan,PlayStation 4,7.3,Action,2016,8,26
Bad,Attack on Titan: Humanity in Chains,Nintendo 3DS,4.9,Action,2015,5,15
Good,Audiosurf 2,PC,7.5,"Music, Action",2015,5,29
Good,Axiom Verge,PlayStation 4,7.9,Action,2015,3,30
Good,Azure Striker: Gunvolt,Nintendo 3DS,7.8,Action,2014,8,28
Great,BandFuse: Rock Legends,PlayStation 3,8.2,Music,2014,2,20
Great,BandFuse: Rock Legends,Xbox 360,8.2,Music,2014,2,20
Great,Banished,PC,8.3,Simulation,2014,2,21
Awful,Basement Crawl,PlayStation 4,3,Action,2014,3,6
Amazing,Batman: Arkham Knight,PlayStation 4,9.2,Action,2015,6,19
Amazing,Batman: Arkham Knight,Xbox One,9.2,Action,2015,6,19
Okay,Batman: Arkham Knight -- Batgirl: A Matter of Family,Xbox One,6.3,Action,2015,7,14
Okay,Batman: Arkham Knight -- Catwoman's Revenge,PlayStation 4,6,Action,2015,11,30
Good,"Batman: Arkham Origins -- Cold, Cold Heart",PC,7,Action,2014,4,25
Good,Batman: The Telltale Series -- Episode 1: Realm of Shadows,PC,7.5,Adventure,2016,8,2
Great,Batman: The Telltale Series -- Episode 2: Children of Arkham,PC,8,Adventure,2016,9,20
Good,Battle Princess of Arcadias,PlayStation 3,7.6,"Action, RPG",2014,6,30
Good,Battleborn,PC,7.1,Shooter,2016,5,6
Good,Battleborn,PlayStation 4,7.1,Shooter,2016,5,6
Good,Battleborn,Xbox One,7.1,Shooter,2016,5,6
Great,Battlefield Hardline,PlayStation 4,8,Shooter,2015,3,17
Great,Battlefield Hardline,Xbox One,8,Shooter,2015,3,17
Good,Battlefleet Gothic: Armada,PC,7.1,Strategy,2016,4,22
Amazing,Bayonetta 2,Wii U,9.5,Action,2014,10,13
Mediocre,Betrayer,PC,5,"Action, Adventure",2014,4,3
Mediocre,Beyond Eyes,PlayStation 4,5.5,Adventure,2015,8,7
Mediocre,Beyond Eyes,Xbox One,5.5,Adventure,2015,8,7
Mediocre,Beyond Eyes,PC,5.5,Adventure,2015,8,7
Okay,BioShock,iPhone,6.7,Shooter,2014,8,29
Great,Bioshock Infinite: Burial at Sea -- Episode Two,PC,8.8,Shooter,2014,3,25
Great,BioShock: The Collection,PlayStation 4,8.2,Shooter,2016,9,14
Great,BioShock: The Collection,Xbox One,8.2,Shooter,2016,9,14
Good,Blackguards,PC,7.8,RPG,2014,1,30
Good,Blackguards 2,PC,7.8,RPG,2015,1,16
Great,BlazBlue: Chrono Phantasma,PlayStation 3,8.5,Fighting,2014,3,27
Great,BlazBlue: Chrono Phantasma,PlayStation Vita,8.5,Fighting,2014,3,27
Good,Blood Bowl II,PC,7.8,Sports,2015,9,23
Amazing,Bloodborne,PlayStation 4,9.1,Action,2015,3,24
Great,Bloodborne: The Old Hunters,PlayStation 4,8,Action,2015,11,23
Awful,Blue Estate,PlayStation 4,3,Shooter,2014,7,1
Okay,Bombshell,PC,6.9,Action,2016,1,29
Good,Boom Beach,iPhone,7,,2014,4,16
Mediocre,Borderlands 2,PlayStation Vita,5.4,"Shooter, RPG",2014,5,12
Mediocre,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,Xbox 360,5.7,"Shooter, RPG",2014,2,11
Great,Borderlands: The Handsome Collection,Xbox One,8.4,Shooter,2015,3,24
Great,Borderlands: The Handsome Collection,PlayStation 4,8.4,Shooter,2015,3,24
Great,Borderlands: The Pre-Sequel,Xbox 360,8,"Shooter, RPG",2014,10,13
Great,Borderlands: The Pre-Sequel,PC,8,"Shooter, RPG",2014,10,13
Great,Borderlands: The Pre-Sequel,PlayStation 3,8,"Shooter, RPG",2014,10,13
Great,Borderlands: The Pre-Sequel -- Claptastic Voyage,PC,8.4,"Shooter, RPG",2015,3,20
Good,Bound by Flame,PC,7,"Action, RPG",2014,5,12
Good,Bound by Flame,PlayStation 4,7,"Action, RPG",2014,5,12
Good,BoxBoxBoy!,Nintendo 3DS,7.8,Puzzle,2016,7,6
Great,BoxBoy!,Nintendo 3DS,8.2,"Puzzle, Platformer",2015,5,5
Good,Bravely Second: End Layer,Nintendo 3DS,7.1,RPG,2016,3,1
Great,Broforce,PC,8.8,Action,2015,10,20
Amazing,Broken Age: Act 1,iPhone,9.5,Adventure,2014,1,16
Amazing,Broken Age: Act 1,PC,9.5,Adventure,2014,1,16
Amazing,Broken Age: Act 2,PC,9,Adventure,2015,4,27
Amazing,Broken Age: Act 2,iPhone,9,Adventure,2015,4,27
Amazing,Call of Duty: Advanced Warfare,Xbox One,9.1,Shooter,2014,11,3
Amazing,Call of Duty: Advanced Warfare,Xbox 360,9.1,Shooter,2014,11,3
Amazing,Call of Duty: Advanced Warfare,PlayStation 3,9.1,Shooter,2014,11,3
Amazing,Call of Duty: Advanced Warfare,PC,9.1,Shooter,2014,11,3
Amazing,Call of Duty: Advanced Warfare,PlayStation 4,9.1,Shooter,2014,11,3
Good,Call of Duty: Black Ops III,PlayStation 3,7,Shooter,2015,11,12
Amazing,Call of Duty: Black Ops III,Xbox One,9.2,Shooter,2015,11,6
Amazing,Call of Duty: Black Ops III,PlayStation 4,9.2,Shooter,2015,11,6
Good,Call of Duty: Black Ops III,Xbox 360,7,Shooter,2015,11,12
Great,Captain Toad: Treasure Tracker,Wii U,8.2,Puzzle,2014,12,1
Mediocre,Carmageddon: Max Damage,PlayStation 4,5.4,"Racing, Action",2016,7,13
Okay,Castlevania: Lords of Shadow 2,Xbox 360,6.5,Action,2014,2,25
Okay,Castlevania: Lords of Shadow 2,PC,6.5,Action,2014,2,25
Okay,Castlevania: Lords of Shadow 2,PlayStation 3,6.5,Action,2014,2,25
Mediocre,Chaos Heroes Online,PC,5.6,Action,2015,2,4
Mediocre,Chibi-Robo!: Zip Lash,Nintendo 3DS,5,Platformer,2015,10,10
Amazing,Child of Light,PlayStation 3,9.3,RPG,2014,4,29
Amazing,Child of Light,Wii U,9.3,RPG,2014,4,29
Amazing,Child of Light,PlayStation 4,9.3,RPG,2014,4,29
Amazing,Child of Light,Xbox One,9.3,RPG,2014,4,29
Amazing,Child of Light,PC,9.3,RPG,2014,4,29
Amazing,Child of Light,Xbox 360,9.3,RPG,2014,4,29
Amazing,Child of Light,PlayStation Vita,9.3,RPG,2014,4,29
Great,Chronos,PC,8,RPG,2016,4,14
Great,Cities: Skylines,PC,8.5,Simulation,2015,3,10
Okay,Cities: Skylines -- After Dark,PC,6.5,Simulation,2015,10,5
Okay,Citizens of Earth,PC,6.5,RPG,2015,1,23
Okay,Citizens of Earth,PlayStation 4,6.5,RPG,2015,1,23
Bad,Cobalt,Xbox One,4.5,Platformer,2016,2,9
Good,Code Name S.T.E.A.M. -- Strike Team Eliminating the Alien Menace,Nintendo 3DS,7.9,Strategy,2015,3,11
Great,Company of Heroes 2: Ardennes Assault,PC,8.2,Strategy,2014,11,20
Great,Company of Heroes 2: The British Forces,PC,8,Strategy,2015,9,10
Good,Consortium,PC,7.2,Simulation,2014,1,25
Good,Continue?9876543210,PC,7.9,Adventure,2014,1,15
Good,Costume Quest 2,PC,7.6,RPG,2014,10,7
Good,Costume Quest 2,Xbox 360,7.8,RPG,2014,10,30
Good,Costume Quest 2,PlayStation 4,7.8,RPG,2014,10,30
Good,Costume Quest 2,Xbox One,7.8,RPG,2014,10,30
Good,Costume Quest 2,PlayStation 3,7.8,RPG,2014,10,30
Good,Counterspy,PlayStation 4,7,Action,2014,8,19
Good,Counterspy,PlayStation 3,7,Action,2014,8,19
Good,Counterspy,PlayStation Vita,7,Action,2014,8,19
Okay,Craft the World,PC,6.2,Strategy,2015,1,10
Good,Crimsonland,PlayStation 4,7.5,Shooter,2014,7,17
Great,Crypt of the Necrodancer,PC,8.8,"Music, Adventure",2015,4,21
Good,D4,Xbox One,7,Adventure,2014,9,23
Good,Dance Central Spotlight,Xbox One,7.4,Music,2014,9,24
Okay,Dangerous Golf,PC,6,"Sports, Action",2016,6,3
Amazing,Dark Souls II,PlayStation 3,9,"Action, RPG",2014,3,11
Amazing,Dark Souls II,Xbox 360,9,"Action, RPG",2014,3,11
Amazing,Dark Souls II,PC,9,"Action, RPG",2014,3,11
Great,Dark Souls II: Crown of the Old Iron King,PlayStation 3,8,"Action, RPG",2014,8,26
Great,Dark Souls II: Crown of the Sunken King,PC,8,"Action, RPG",2014,7,22
Amazing,Dark Souls III,PlayStation 4,9.5,"Action, RPG",2016,4,4
Amazing,Dark Souls III,PC,9.5,"Action, RPG",2016,4,4
Amazing,Darkest Dungeon,PlayStation 4,9.1,RPG,2016,1,27
Amazing,Darkest Dungeon,PC,9.1,RPG,2016,1,27
Good,Darksiders II: Deathinitive Edition,Xbox One,7.5,Action,2015,11,3
Good,Darksiders II: Deathinitive Edition,PlayStation 4,7.5,Action,2015,11,3
Great,Day of the Tentacle: Remastered,PC,8.8,Adventure,2016,3,21
Mediocre,Daylight,PC,5.8,Adventure,2014,4,29
Mediocre,Daylight,PlayStation 4,5.8,Adventure,2014,4,29
Good,Dead Island: Definitive Collection,Xbox One,7,Action,2016,6,2
Good,Dead Island: Definitive Collection,PlayStation 4,7,Action,2016,6,2
Great,Dead Nation: Apocalypse Edition,PlayStation 4,8,Shooter,2014,4,4
Good,Dead or Alive 5: Last Round,PlayStation 4,7,Fighting,2015,2,24
Good,Dead or Alive 5: Last Round,Xbox One,7,Fighting,2015,2,24
Great,Dead Rising 3,PC,8.3,Action,2014,9,4
Okay,Dead Rising Triple Pack,Xbox One,6.5,"Action, Adventure",2016,9,14
Okay,Dead Rising Triple Pack,PlayStation 4,6.5,"Action, Adventure",2016,9,14
Good,Dead Star,PlayStation 4,7.1,Strategy,2016,4,9
Good,Dead Star,PC,7.1,Strategy,2016,4,9
Okay,Dead State,PC,6.8,RPG,2014,12,18
Great,Defense Grid 2,Xbox One,8,"Strategy, RPG",2014,10,14
Great,Defense Grid 2,PC,8,"Strategy, RPG",2014,10,14
Good,Depth,PC,7.7,Action,2014,11,12
Good,Destiny,Xbox One,7.8,Shooter,2014,9,3
Good,Destiny,PlayStation 4,7.8,Shooter,2014,9,3
Good,Destiny,Xbox 360,7.8,Shooter,2014,9,3
Good,Destiny,PlayStation 3,7.8,Shooter,2014,9,3
Good,Destiny: House of Wolves,PlayStation 4,7.5,Shooter,2015,5,28
Good,Destiny: House of Wolves,Xbox One,7.5,Shooter,2015,5,28
Okay,Destiny: The Dark Below,Xbox One,6,Shooter,2014,12,18
Okay,Destiny: The Dark Below,PlayStation 4,6,Shooter,2014,12,18
Amazing,Destiny: The Taken King,Xbox One,9,Shooter,2015,9,16
Amazing,Destiny: The Taken King,PlayStation 4,9,Shooter,2015,9,16
Amazing,Deus Ex: Mankind Divided,PC,9.2,"Action, RPG",2016,8,19
Amazing,Deus Ex: Mankind Divided,PlayStation 4,9.2,"Action, RPG",2016,8,19
Amazing,Deus Ex: Mankind Divided,Xbox One,9.2,"Action, RPG",2016,8,19
Awful,Deus Ex: The Fall,PC,3,Shooter,2014,3,24
Great,Devil Daggers,PC,8.5,Shooter,2016,2,27
Good,Devil May Cry 4 -- Special Edition,PlayStation 4,7.5,Action,2015,6,23
Good,Devil May Cry 4 -- Special Edition,Xbox One,7.5,Action,2015,6,23
Awful,Devil's Third,Wii U,3.5,Action,2015,8,28
Amazing,Diablo III: Reaper of Souls,PC,9.1,"Action, RPG",2014,3,29
Amazing,Diablo III: Reaper of Souls,Macintosh,9.1,"Action, RPG",2014,3,29
Amazing,Diablo III: Ultimate Evil Edition,Xbox One,9.2,"Action, RPG",2014,8,14
Amazing,Diablo III: Ultimate Evil Edition,PlayStation 4,9.2,"Action, RPG",2014,8,14
Great,Dirt Rally,PlayStation 4,8.9,Racing,2015,12,22
Great,Dirt Rally,PC,8.9,Racing,2015,12,22
Great,Disgaea 5: Alliance of Vengeance,PlayStation 4,8.7,"Strategy, RPG",2015,10,6
Great,Dishonored: Definitive Edition,Xbox One,8,Action,2015,8,28
Great,Dishonored: Definitive Edition,PlayStation 4,8,Action,2015,8,28
Great,Disney Fantasia: Music Evolved,Xbox One,8.6,"Music, Action",2014,10,21
Okay,Disney Infinity: 2.0 Edition -- Marvel Super Heroes,PlayStation 4,6.8,Action,2014,9,19
Okay,Disney Infinity: 2.0 Edition -- Toy Box Starter Pack,PlayStation 4,6.8,Action,2014,9,19
Great,Disney Infinity: 3.0 Edition,PlayStation 4,8.9,Action,2015,8,28
Great,Disney Infinity: 3.0 Edition,Xbox One,8.9,Action,2015,8,28
Amazing,Divinity: Original Sin,PC,9,RPG,2014,7,15
Amazing,Divinity: Original Sin -- Enhanced Edition,Xbox One,9,RPG,2015,10,27
Amazing,Divinity: Original Sin -- Enhanced Edition,PlayStation 4,9,RPG,2015,10,27
Great,DmC: Devil May Cry -- Definitive Edition,Xbox One,8.9,Action,2015,3,10
Great,DmC: Devil May Cry -- Definitive Edition,PlayStation 4,8.9,Action,2015,3,10
Okay,Don Bradman Cricket,Xbox 360,6.8,"Sports, Simulation",2014,4,7
Great,Don Bradman Cricket,PC,8,"Sports, Simulation",2014,7,3
Okay,Don Bradman Cricket 14,PlayStation 3,6.8,"Sports, Simulation",2014,4,7
Amazing,Donkey Kong Country: Tropical Freeze,Wii U,9,"Platformer, Action",2014,2,17
Good,Don't Starve,PC,7.5,Adventure,2014,1,14
Good,Don't Starve,PlayStation 4,7.5,Adventure,2014,1,14
Good,Doom,PC,7.1,Shooter,2016,5,16
Good,Dr. Luigi,Wii U,7.5,Puzzle,2014,1,10
Great,Dragon Age: Inquisition,Xbox One,8.8,RPG,2014,11,11
Great,Dragon Age: Inquisition,PlayStation 4,8.8,RPG,2014,11,11
Great,Dragon Age: Inquisition,PC,8.8,RPG,2014,11,11
Good,Dragon Age: Inquisition -- Jaws of Hakkon,Xbox One,7.5,RPG,2015,3,26
Okay,Dragon Age: Inquisition -- The Descent,PlayStation 4,6.3,RPG,2015,8,14
Good,Dragon Age: Inquisition -- Trespasser,PlayStation 4,7,RPG,2015,9,10
Good,Dragon Age: Inquisition -- Trespasser,Xbox One,7,RPG,2015,9,10
Good,Dragon Age: Inquisition -- Trespasser,PC,7,RPG,2015,9,10
Okay,Dragon Ball Xenoverse,Xbox One,6.7,Fighting,2015,3,5
Okay,Dragon Ball Z: Battle of Z,PlayStation 3,6.6,Fighting,2014,2,5
Okay,Dragon Ball Z: Battle of Z,Xbox 360,6.6,Fighting,2014,2,5
Okay,Dragon Ball Z: Battle of Z,PlayStation Vita,6.6,Fighting,2014,2,5
Okay,Dragon Quest Heroes,PlayStation 4,6.2,RPG,2015,10,14
Good,Dragon Quest VII: Fragments of the Forgotten Past,Nintendo 3DS,7.7,RPG,2016,9,13
Bad,Drakengard 3,PlayStation 3,4.8,"Action, RPG",2014,5,20
Bad,Drakengard 3 (Collector's Edition),PlayStation 3,4.8,"Action, RPG",2014,5,20
Okay,Dreamfall Chapters,PC,6.5,Adventure,2014,11,12
Good,Driveclub,PlayStation 4,7.9,Racing,2014,10,7
Great,Dungeon of the Endless,PC,8.1,"Adventure, RPG",2014,11,13
Mediocre,Dungeons 2,PC,5.2,Strategy,2015,4,21
Good,Dustforce,PlayStation 3,7.7,Platformer,2014,2,8
Good,Dustforce,PlayStation Vita,7.7,Platformer,2014,2,8
Great,Dying Light,Xbox One,8.5,Action,2015,1,27
Great,Dying Light,PC,8.5,Action,2015,1,27
Great,Dying Light,PlayStation 4,8.5,Action,2015,1,27
Great,Dying Light: The Following,PC,8.8,Action,2016,2,9
Good,Dynasty Warriors: Gundam Reborn,PlayStation 3,7,Action,2014,7,11
Okay,EA Sports UFC,Xbox One,6.8,Fighting,2014,6,19
Okay,EA Sports UFC,PlayStation 4,6.8,Fighting,2014,6,19
Okay,EA Sports UFC 2,PlayStation 4,6.4,Fighting,2016,3,17
Okay,EA Sports UFC 2,Xbox One,6.4,Fighting,2016,3,17
Okay,Earth Defense Force 2025,PlayStation 3,6.5,Action,2014,2,18
Okay,Earth Defense Force 2025,Xbox 360,6.5,Action,2014,2,18
Okay,Earthbound Beginnings,Wii U,6.5,RPG,2015,7,24
Okay,Edge of Nowhere,PC,6.7,Adventure,2016,6,7
Great,Elder Scrolls Online: Tamriel Unlimited,PlayStation 4,8,RPG,2015,6,10
Great,Elder Scrolls Online: Tamriel Unlimited,Xbox One,8,RPG,2015,6,10
Good,Elite: Dangerous,PC,7.4,Action,2014,12,19
Great,Endless Legend,PC,8.3,Strategy,2014,9,23
Bad,Enemy Front,PC,4.7,Shooter,2014,6,17
Great,Enter the Gungeon,PC,8.5,Shooter,2016,4,5
Great,Enter the Gungeon,PlayStation 4,8.5,Shooter,2016,4,5
Okay,Entwined,PlayStation 4,6,Adventure,2014,6,18
Okay,Escape Dead Island,PC,6.8,Action,2014,11,18
Good,Ether One,PC,7.9,Adventure,2014,4,18
