score_phrase,title,platform,score,genre,release_year,release_month,release_day
Good,Etrian Odyssey 2 Untold: The Fafnir Knight,Nintendo 3DS,7.3,RPG,2015,8,6
Great,Everybody’s Gone to the Rapture,PlayStation 4,8.5,Adventure,2015,8,10
Amazing,Evolve,PlayStation 4,9,Shooter,2015,2,12
Amazing,Evolve,Xbox One,9,Shooter,2015,2,12
Amazing,Evolve,PC,9,Shooter,2015,2,12
Great,Expand,PC,8,Puzzle,2015,10,2
Mediocre,F1 2015,PlayStation 4,5.8,Racing,2015,7,29
Bad,F1 2015,PC,4.8,Racing,2015,7,17
Great,F1 2016,PC,8.8,Racing,2016,8,24
Great,F1 2016,PlayStation 4,8.8,Racing,2016,8,24
Great,F1 2016,Xbox One,8.8,Racing,2016,8,24
Great,Fable Anniversary,Xbox 360,8,RPG,2014,2,3
Okay,Fahrenheit: Indigo Prophecy Remastered,iPhone,6.2,Adventure,2015,2,12
Okay,Fahrenheit: Indigo Prophecy Remastered,PC,6.2,Adventure,2015,2,12
Good,Fairy Fencer F,PlayStation 3,7.3,RPG,2014,10,4
Amazing,Fallout 4,PC,9.5,RPG,2015,11,9
Amazing,Fallout 4,PlayStation 4,9.5,RPG,2015,11,9
Amazing,Fallout 4,Xbox One,9.5,RPG,2015,11,9
Good,Fallout 4: Automatron,PC,7.5,RPG,2016,3,24
Okay,Fallout 4: Contraptions,PC,6.8,RPG,2016,6,23
Great,Fallout 4: Far Harbor,PC,8.3,RPG,2016,5,21
Good,Fallout 4: Nuka World,PC,7.9,RPG,2016,8,30
Great,Fallout 4: Vault-Tec Workshop,PC,8.2,RPG,2016,7,27
Mediocre,Fallout 4: Wasteland Workshop,PC,5.5,RPG,2016,4,15
Okay,Fallout Shelter,iPhone,6.8,Simulation,2015,6,26
Great,Fantasy Life,Nintendo 3DS,8,RPG,2014,10,23
Great,Far Cry 4,Xbox 360,8.5,Shooter,2014,11,14
Great,Far Cry 4,PC,8.5,Shooter,2014,11,14
Great,Far Cry 4,PlayStation 4,8.5,Shooter,2014,11,14
Great,Far Cry 4,PlayStation 3,8.5,Shooter,2014,11,14
Great,Far Cry 4,Xbox One,8.5,Shooter,2014,11,14
Good,Far Cry 4: Valley of the Yetis,PlayStation 4,7.6,Shooter,2015,3,9
Good,Far Cry Primal,PlayStation 4,7.9,Action,2016,2,22
Great,FAST Racing Neo,Wii U,8,"Racing, Action",2016,1,4
Good,Fatal Frame: Maiden of the Black Water,Wii U,7,Adventure,2015,10,19
Good,Fates Forever,iPad,7.5,RPG,2014,8,5
Okay,Fenix Rage,PC,6,Platformer,2014,9,24
Great,FIFA 15,Xbox One,8.3,Sports,2014,9,23
Great,FIFA 15,PlayStation 4,8.3,Sports,2014,9,23
Good,FIFA 16,Xbox One,7.8,Sports,2015,9,22
Good,FIFA 16,PlayStation 4,7.8,Sports,2015,9,22
Great,FIFA 17,Xbox One,8.4,Sports,2016,9,22
Great,FIFA 17,PlayStation 4,8.4,Sports,2016,9,22
Okay,Final Fantasy Explorers,Nintendo 3DS,6.8,RPG,2016,1,26
Great,Final Fantasy Type-0 HD,Xbox One,8,RPG,2015,3,16
Great,Final Fantasy Type-0 HD,PlayStation 4,8,RPG,2015,3,16
Amazing,Final Fantasy X / X-2 HD Remaster,PlayStation 4,9.3,RPG,2015,5,12
Amazing,Final Fantasy X / X-2 HD Remaster,PlayStation Vita,9.3,RPG,2014,3,10
Amazing,Final Fantasy X / X-2 HD Remaster,PlayStation 3,9.3,RPG,2014,3,10
Amazing,Final Fantasy X / X-2 HD Remaster (Limited Edition),PlayStation 3,9.3,RPG,2014,3,10
Great,Final Fantasy XIV Online: Heavensward,PC,8.6,RPG,2015,6,29
Okay,Final Fantasy: Record Keeper,iPhone,6.2,RPG,2015,4,2
Amazing,Fire Emblem Fates: Birthright,Nintendo 3DS,9.4,"Strategy, RPG",2016,2,17
Amazing,Fire Emblem Fates: Conquest,Nintendo 3DS,9.5,"Strategy, RPG",2016,2,17
Amazing,Fire Emblem Fates: Revelation,Nintendo 3DS,9.5,"Strategy, RPG",2016,2,23
Mediocre,Firefall,PC,5.7,Action,2014,8,12
Amazing,Firewatch,PlayStation 4,9.3,Adventure,2016,2,8
Amazing,Firewatch,PC,9.3,Adventure,2016,2,8
Amazing,Firewatch,Xbox One,9.3,Adventure,2016,2,8
Mediocre,Flappy Bird,Android,5.4,Action,2014,2,8
Mediocre,Flappy Bird,Windows Phone,5.4,Action,2014,2,8
Mediocre,Flappy Bird,iPhone,5.4,Action,2014,2,8
Great,Football Manager 2015,PC,8.9,"Sports, Simulation",2014,11,7
Good,Football Manager Classic 2014,PlayStation Vita,7.5,"Sports, Simulation",2014,4,11
Amazing,Forza Horizon 2,Xbox One,9,Racing,2014,9,25
Okay,Forza Horizon 2 Presents Fast & Furious,Xbox One,6.5,Racing,2015,4,1
Amazing,Forza Horizon 3,Xbox One,9.5,Racing,2016,9,20
Amazing,Forza Motorsport 6,Xbox One,9,Racing,2015,9,8
Great,Freedom Wars,PlayStation Vita,8,Action,2014,11,6
Great,Frozen Cortex,PC,8.1,"Strategy, Simulation",2015,2,26
Great,Frozen Synapse Prime,PlayStation Vita,8.7,Strategy,2014,9,30
Great,Frozen Synapse Prime,PC,8.7,Strategy,2014,11,14
Great,Fru,Xbox One,8.5,Platformer,2016,7,25
Amazing,FTL: Faster Than Light,iPad,9.6,Simulation,2014,4,25
Amazing,FTL: Faster Than Light,PC,9.6,Simulation,2014,4,25
Bad,Funk of Titans,Xbox One,4,Platformer,2015,1,12
Okay,Furi,PC,6.8,Action,2016,7,13
Good,Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition,PC,7,Adventure,2014,10,24
Great,Galactic Civilizations III,PC,8.6,Strategy,2015,5,14
Great,Galak-Z,PlayStation 4,8.3,Shooter,2015,8,11
Great,Game of Thrones: Episode 1 -- Iron From Ice,PC,8,Adventure,2014,12,2
Great,Game of Thrones: Episode 1 -- Iron From Ice,PlayStation 4,8,Adventure,2014,12,2
Great,Game of Thrones: Episode 1 -- Iron From Ice,Xbox One,8,Adventure,2014,12,2
Good,Game of Thrones: Episode 2 -- The Lost Lords,PC,7,Adventure,2015,2,3
Good,Game of Thrones: Episode 3 -- The Sword in the Darkness,PC,7.7,Adventure,2015,3,24
Great,Game of Thrones: Episode 4 -- Sons of Winter,PC,8.2,Adventure,2015,5,26
Okay,Game of Thrones: Episode 5 -- A Nest Of Vipers,PC,6.5,Adventure,2015,7,21
Okay,Game of Thrones: Episode 6 -- The Ice Dragon,PC,6.7,Adventure,2015,11,17
Good,Gauntlet,PC,7.1,Action,2015,8,20
Good,Gauntlet: Slayer Edition,PlayStation 4,7.1,Action,2015,8,20
Great,Gears of War: Ultimate Edition,Xbox One,8.5,Shooter,2015,8,24
Okay,Gemini: Heroes Reborn,PC,6.4,Adventure,2016,1,20
Bad,Ghostbusters,PC,4.4,Action,2016,7,16
Great,Goat Simulator,PC,8,Action,2014,4,1
Okay,God of War Collection,PlayStation Vita,6.3,Compilation,2014,5,9
Great,God of War III Remastered,PlayStation 4,8.8,Action,2015,7,14
Great,Gods Will Be Watching,PC,8,Adventure,2014,7,25
Bad,Godzilla,PlayStation 4,4.5,Action,2015,7,14
Masterpiece,Grand Theft Auto V,PC,10,"Action, Adventure",2015,4,14
Masterpiece,Grand Theft Auto V,PlayStation 4,10,"Action, Adventure",2014,11,17
Masterpiece,Grand Theft Auto V,Xbox One,10,"Action, Adventure",2014,11,17
Good,Gravity Ghost,PC,7.4,Other,2015,2,5
Good,Grey Goo,PC,7.6,Strategy,2015,1,23
Great,Grid Autosport,Xbox 360,8.3,Racing,2014,6,24
Great,Grid Autosport,PlayStation 3,8.3,Racing,2014,6,24
Great,Grid Autosport,PC,8.3,Racing,2014,6,24
Great,Grim Dawn,PC,8.7,"Action, RPG",2016,3,7
Amazing,Grim Fandango Remastered,PlayStation 4,9.3,Adventure,2015,1,27
Amazing,Grim Fandango Remastered,PC,9.3,Adventure,2015,1,27
Amazing,Grim Fandango Remastered,PlayStation Vita,9.3,Adventure,2015,1,27
Great,Grow Home,PC,8.8,Platformer,2015,2,7
Good,Grow Up,PC,7.8,Platformer,2016,8,18
Amazing,Guacamelee! Super Turbo Championship Edition,Wii U,9.1,"Platformer, Action",2014,7,9
Amazing,Guacamelee! Super Turbo Championship Edition,Xbox One,9.1,"Platformer, Action",2014,7,9
Amazing,Guacamelee! Super Turbo Championship Edition,PlayStation 4,9.1,"Platformer, Action",2014,7,9
Amazing,Guacamelee! Super Turbo Championship Edition,Xbox 360,9.1,"Platformer, Action",2014,7,9
Good,Guild of Dungeoneering,PC,7,RPG,2015,7,28
Good,Guild Wars 2: Heart of Thorns,PC,7.6,RPG,2015,11,7
Great,Guilty Gear Xrd Sign,PlayStation 4,8.5,Fighting,2014,12,16
Great,Guilty Gear Xrd Sign,PlayStation 3,8.5,Fighting,2014,12,16
Good,Guitar Hero Live,Wii U,7.9,Music,2015,10,25
Good,Guitar Hero Live,PlayStation 3,7.9,Music,2015,10,25
Good,Guitar Hero Live,Xbox 360,7.9,Music,2015,10,25
Good,Guitar Hero Live,Xbox One,7.9,Music,2015,10,25
Good,Guitar Hero Live,PlayStation 4,7.9,Music,2015,10,25
Good,Hack 'n' Slash,PC,7.7,RPG,2014,9,22
Amazing,Halo 3: ODST [The Master Chief Collection],Xbox One,9,Shooter,2015,6,10
Amazing,Halo 5: Guardians,Xbox One,9,Shooter,2015,10,26
Mediocre,Halo: Spartan Assault,Xbox One,5.8,Shooter,2014,1,11
Good,Halo: Spartan Strike,PC,7.2,Shooter,2015,4,21
Good,Halo: Spartan Strike,iPhone,7.2,Shooter,2015,4,21
Amazing,Halo: The Master Chief Collection,Xbox One,9,Shooter,2014,11,6
Good,Hand of Fate,PC,7,"Card, Battle",2015,2,21
Good,Hand of Fate,Xbox One,7,"Card, Battle",2015,2,21
Good,Hard West,PC,7.3,Strategy,2015,11,18
Mediocre,Hardware: Rivals,PlayStation 4,5.5,Action,2016,1,12
Great,Hatoful Boyfriend,PlayStation 4,8,Adventure,2015,7,27
Great,Hatoful Boyfriend,PlayStation Vita,8,Adventure,2015,7,27
Great,Hatoful Boyfriend,PC,8,Adventure,2014,9,5
Amazing,Hearthstone: Heroes of WarCraft,Macintosh,9,"Card, Battle",2014,3,13
Amazing,Hearthstone: Heroes of WarCraft,iPad,9,"Card, Battle",2014,3,13
Amazing,Hearthstone: Heroes of WarCraft,PC,9,"Card, Battle",2014,3,13
Amazing,Hearts of Iron IV,PC,9,Strategy,2016,6,6
Good,Heavy Rain,PlayStation 4,7.5,Adventure,2016,3,4
Amazing,Helldivers,PlayStation Vita,9,Shooter,2015,3,14
Amazing,Helldivers,PlayStation 3,9,Shooter,2015,3,14
Amazing,Helldivers,PlayStation 4,9,Shooter,2015,3,14
Great,Her Story,PC,8.5,Adventure,2015,6,30
Okay,Heroes of the Storm,PC,6.5,Strategy,2015,6,2
Okay,Heroes of the Storm,Macintosh,6.5,Strategy,2015,6,2
Great,Hitman Go,Android,8.2,Strategy,2014,4,23
Great,Hitman Go,iPhone,8.2,Strategy,2014,4,23
Good,Hitman: Episode 1,Xbox One,7.9,Shooter,2016,3,10
Good,Hitman: Episode 1,PC,7.9,Shooter,2016,3,10
Good,Hitman: Episode 1,PlayStation 4,7.9,Shooter,2016,3,10
Great,Hitman: Episode 2,PC,8.5,Shooter,2016,4,29
Great,Hitman: Episode 2,Xbox One,8.5,Shooter,2016,4,29
Great,Hitman: Episode 2,PlayStation 4,8.5,Shooter,2016,4,29
Okay,Hitman: Episode 3,PlayStation 4,6,Shooter,2016,6,3
Good,Hitman: Episode 4,PC,7.4,Shooter,2016,8,19
Good,Hitman: Episode 4,PlayStation 4,7.4,Shooter,2016,8,19
Good,Hitman: Episode 4,Xbox One,7.4,Shooter,2016,8,19
Great,Hohokum,PlayStation 4,8.8,Action,2014,8,12
Great,Hohokum,PlayStation 3,8.8,Action,2014,8,12
Great,Hohokum,PlayStation Vita,8.8,Action,2014,8,12
Mediocre,Homefront: The Revolution,PC,5,Shooter,2016,5,17
Amazing,Homeworld Remastered Collection,PC,9,Strategy,2015,2,24
Great,Homeworld: Deserts of Kharak,PC,8.8,Strategy,2016,1,23
Okay,Horizon,PC,6.5,Strategy,2014,2,20
Great,Hotline Miami 2: Wrong Number,PC,8.8,Action,2015,3,10
Amazing,HTC Vive,PC,9.3,Hardware,2016,4,7
Good,Human Fall Flat,PC,7.9,"Puzzle, Action",2016,7,28
Good,Hyper Light Drifter,PC,7.6,"Action, RPG",2016,4,14
Okay,Hyperdimension Neptunia Re:Birth 1,PlayStation Vita,6,RPG,2014,9,11
Bad,Hyperdimension Neptunia: Producing Perfection,PlayStation Vita,4,Simulation,2014,5,23
Good,Hyrule Warriors,Wii U,7,Action,2014,9,17
Bad,Hyrule Warriors Legends,Nintendo 3DS,4,Action,2016,3,23
Okay,Hyrule Warriors Legends,New Nintendo 3DS,6.8,Action,2016,3,23
Good,I Am Bread,PC,7.2,Puzzle,2015,4,13
Good,I Am Setsuna,PlayStation 4,7.5,RPG,2016,7,21
Good,Infamous: First Light,PlayStation 4,7.5,Action,2014,8,26
Great,Infamous: Second Son,PlayStation 4,8.7,Action,2014,3,20
Okay,Infinite Crisis,PC,6.9,Strategy,2015,4,29
Masterpiece,Inside,PlayStation 4,10,Adventure,2016,6,28
Masterpiece,Inside,Xbox One,10,Adventure,2016,6,28
Masterpiece,Inside,PC,10,Adventure,2016,6,28
Good,Insurgency,PC,7.5,Shooter,2014,1,28
Great,Invisible Inc.,PC,8.5,Strategy,2015,5,12
Good,Jazzpunk,PC,7,Adventure,2014,2,6
Great,Joe Danger Infinity,iPhone,8.6,Action,2014,1,16
Good,JoJo's Bizarre Adventure: All Star Battle,PlayStation 3,7.4,Fighting,2014,5,5
Great,Jotun,PC,8,Action,2015,9,30
Amazing,Journey,PlayStation 4,9,Adventure,2015,7,23
Mediocre,J-Stars Victory VS.+,PlayStation 4,5,Fighting,2015,7,11
Mediocre,Just Cause 3,Xbox One,5.9,Action,2015,12,4
Mediocre,Just Cause 3,PlayStation 4,5.9,Action,2015,12,4
Great,Just Cause 3,PC,8,Action,2015,11,30
Great,Just Dance 2015,Xbox One,8,Music,2014,12,9
Good,Kalimba,Xbox One,7.4,Platformer,2014,12,17
Great,Kentucky Route Zero: Act 4,PC,8.5,Adventure,2016,7,22
Amazing,Kerbal Space Program,PlayStation 4,9,Simulation,2016,7,18
Amazing,Kerbal Space Program,PC,9,Simulation,2015,5,15
Good,Kick & Fennick,PlayStation Vita,7.7,"Platformer, Adventure",2015,2,16
Okay,KickBeat,PC,6.5,"Music, Action",2014,1,23
Good,Kinect Sports Rivals,Xbox One,7.3,"Sports, Party",2014,4,7
Great,King of Fighters XIV,PlayStation 4,8,Fighting,2016,8,24
Good,Kingdom,PC,7.7,Adventure,2015,10,21
Great,Kingdom Hearts HD II.5 ReMIX,PlayStation 3,8.4,"Compilation, RPG",2014,12,8
Great,King's Quest -- Episode 1: A Knight to Remember,Xbox One,8,Adventure,2015,7,28
Great,King's Quest -- Episode 1: A Knight to Remember,PC,8,Adventure,2015,7,28
Okay,King's Quest -- Episode 2: Rubble without a Cause,PC,6.7,Adventure,2016,1,7
Great,Kirby and the Rainbow Curse,Wii U,8,Platformer,2015,2,19
Great,Kirby: Planet Robobot,Nintendo 3DS,8,Platformer,2016,5,27
Okay,Kirby: Triple Deluxe,Nintendo 3DS,6,Platformer,2014,4,28
Good,Knights of Pen & Paper II,iPhone,7.8,RPG,2015,5,15
Good,Knights of Pen & Paper II,Android,7.8,RPG,2015,5,15
Great,Lara Croft and the Temple of Osiris,Xbox One,8.1,Action,2014,12,8
Great,Lara Croft Go,iPhone,8.5,Adventure,2015,8,27
Mediocre,Layers of Fear,PC,5.8,Adventure,2016,2,14
Amazing,League of Legends,Macintosh,9.2,Action,2014,2,13
Amazing,League of Legends,PC,9.2,Action,2014,2,13
Great,Legend of Grimrock II,PC,8.6,RPG,2014,10,17
Good,Legends of Eisenwald,PC,7.3,RPG,2015,7,9
Good,LEGO Batman 3: Beyond Gotham,Wii U,7.4,Action,2014,11,22
Good,LEGO Batman 3: Beyond Gotham,PlayStation 4,7.4,Action,2014,11,22
Good,LEGO Dimensions,PlayStation 4,7.7,"Action, Adventure",2015,9,29
Good,LEGO Jurassic World,PC,7.6,"Action, Adventure",2015,6,22
Okay,LEGO Marvel's Avengers,PlayStation 4,6.7,"Action, Adventure",2016,1,28
Amazing,LEGO Star Wars: The Force Awakens,PlayStation 4,9,"Action, Adventure",2016,6,29
Good,LEGO: The Hobbit,PlayStation 4,7.4,Adventure,2014,4,10
Good,LEGO: The Hobbit,Nintendo 3DS,7,Adventure,2014,4,21
Good,LEGO: The Hobbit,Xbox One,7.4,Adventure,2014,4,10
Okay,Lichdom: Battlemage,PC,6.5,"Action, RPG",2014,8,29
Okay,Life is Strange -- Episode 1: Chrysalis,PC,6.5,Adventure,2015,2,2
Good,Life is Strange -- Episode 2: Out of Time,PC,7,Adventure,2015,3,24
Great,Life is Strange -- Episode 3: Chaos Theory,PlayStation 4,8,Adventure,2015,5,19
Great,Life is Strange -- Episode 3: Chaos Theory,Xbox One,8,Adventure,2015,5,19
Great,Life is Strange -- Episode 3: Chaos Theory,PC,8,Adventure,2015,5,19
Okay,Life is Strange -- Episode 4: Dark Room,PC,6,Adventure,2015,7,30
Okay,Life is Strange -- Episode 4: Dark Room,PlayStation 4,6,Adventure,2015,7,30
Okay,Life is Strange -- Episode 4: Dark Room,Xbox One,6,Adventure,2015,7,30
Good,Lightning Returns: Final Fantasy XIII,PlayStation 3,7,RPG,2014,2,11
Good,Lightning Returns: Final Fantasy XIII,Xbox 360,7,RPG,2014,2,11
Okay,LittleBigPlanet 3,PlayStation 4,6.8,Platformer,2014,11,18
Okay,Loadout,PlayStation 4,6.4,Shooter,2015,1,2
Good,Lords of the Fallen,PC,7.4,"RPG, Action",2014,10,28
Good,Lost Dimension,PlayStation Vita,7,RPG,2015,9,11
Great,Lovers in a Dangerous Spacetime,PC,8.5,Platformer,2015,9,16
Okay,Lucky's Tale,PC,6,Platformer,2016,4,6
Great,Luftrausers,PC,8.7,Action,2014,3,21
Great,Luftrausers,PlayStation Vita,8.7,Action,2014,3,21
Great,Mad Max,PlayStation 4,8.4,Action,2015,8,31
Great,Madden NFL 15,Xbox One,8.7,Sports,2014,8,21
Great,Madden NFL 15,PlayStation 4,8.7,Sports,2014,8,21
Great,Madden NFL 16,PlayStation 4,8.8,Sports,2015,8,25
Great,Madden NFL 16,Xbox One,8.8,Sports,2015,8,25
Great,Madden NFL 17,PlayStation 4,8.6,Sports,2016,8,17
Bad,Magic 2015 -- Duels of the Planewalkers,PC,4.5,"Card, Battle",2014,7,22
Good,Magicka 2,PlayStation 4,7.7,"Adventure, RPG",2015,5,28
Good,Magicka 2,PC,7.7,"Adventure, RPG",2015,5,28
Okay,Magicka: Wizard Wars,PC,6.4,Strategy,2015,5,5
Okay,Magnetic: Cage Closed,PC,6.5,Puzzle,2015,5,27
Mediocre,Mario & Luigi: Paper Jam,Nintendo 3DS,5.9,RPG,2016,1,20
Great,Mario Golf World Tour,Nintendo 3DS,8.6,"Sports, Action",2014,4,24
Amazing,Mario Kart 8,Wii U,9,"Racing, Action",2014,5,15
Okay,Mario Party 10,Wii U,6.5,Party,2015,3,17
Bad,Mario Tennis: Ultra Smash,Wii U,4.8,Sports,2015,11,18
Okay,Mario vs. Donkey Kong: Tipping Stars,Nintendo 3DS,6.8,Puzzle,2015,3,12
Okay,Mario vs. Donkey Kong: Tipping Stars,Wii U,6.8,Puzzle,2015,3,12
Okay,Massive Chalice,PC,6.7,Strategy,2015,7,8
Good,Master of Orion,PC,7.1,Strategy,2016,8,26
Okay,Master Reboot,PlayStation 3,6.2,Adventure,2014,3,18
Okay,Master Reboot,PC,6.2,Adventure,2014,3,18
Amazing,Mega Man Legacy Collection,Nintendo 3DS,9,Action,2015,8,25
Amazing,Mega Man Legacy Collection,Xbox One,9,Action,2015,8,25
Amazing,Mega Man Legacy Collection,PC,9,Action,2015,8,25
Amazing,Mega Man Legacy Collection,PlayStation 4,9,Action,2015,8,25
Great,Mercenary Kings,PC,8,Action,2014,4,25
Great,Mercenary Kings,PlayStation 4,8,Action,2014,4,25
Great,Metal Gear Rising: Revengeance,PC,8.5,Action,2014,1,10
Great,Metal Gear Solid V: Ground Zeroes,Xbox 360,8,"Action, Adventure",2014,3,18
Great,Metal Gear Solid V: Ground Zeroes,Xbox One,8,"Action, Adventure",2014,3,18
Great,Metal Gear Solid V: Ground Zeroes,PlayStation 3,8,"Action, Adventure",2014,3,18
Great,Metal Gear Solid V: Ground Zeroes,PlayStation 4,8,"Action, Adventure",2014,3,18
Great,Metal Gear Solid V: Ground Zeroes,PC,8,"Action, Adventure",2014,12,22
Masterpiece,Metal Gear Solid V: The Phantom Pain,Xbox One,10,Action,2015,8,24
Masterpiece,Metal Gear Solid V: The Phantom Pain,PlayStation 4,10,Action,2015,8,24
Masterpiece,Metal Gear Solid V: The Phantom Pain,PC,10,Action,2015,8,24
